	maxpool_N	maxpool_H	maxpool_W	maxpool_C	maxpool_ksizeH	maxpool_ksizeW	maxpool_zPadHLeft	maxpool_zPadHRight	maxpool_zPadWLeft	maxpool_zPadWRight	maxpool_strideH	maxpool_strideW	maxpool_N1	maxpool_imgH	maxpool_imgW	maxpool_C1	time_cost
490	1.0	124.0	127.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	128.0	128.0	1.0	2641.0
491	1.0	123.0	124.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	124.0	127.0	1.0	2660.0
492	1.0	31.0	30.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0	4.0	4.0	1.0	123.0	124.0	1.0	745.0
493	1.0	7.0	6.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	5.0	5.0	1.0	31.0	30.0	1.0	67.0
494	1.0	2.0	2.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	4.0	4.0	1.0	7.0	6.0	1.0	325.0
495	1.0	124.0	127.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	128.0	128.0	1.0	2719.0
496	1.0	123.0	124.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	124.0	127.0	1.0	2820.0
497	1.0	31.0	30.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0	4.0	4.0	1.0	123.0	124.0	1.0	803.0
498	1.0	7.0	6.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	5.0	5.0	1.0	31.0	30.0	1.0	67.0
499	1.0	2.0	2.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	4.0	4.0	1.0	7.0	6.0	1.0	324.0
500	1.0	112.0	112.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	224.0	224.0	3.0	1420.0
