	BN2_C	BN2_H	BN2_W	time_cost
171	512.0	28.0	28.0	566.0
172	512.0	28.0	28.0	627.0
173	1024.0	14.0	14.0	342.0
174	1024.0	14.0	14.0	277.0
175	1024.0	14.0	14.0	315.0
176	1024.0	14.0	14.0	291.0
177	1024.0	14.0	14.0	299.0
178	1024.0	14.0	14.0	335.0
179	2048.0	7.0	7.0	159.0
180	2048.0	7.0	7.0	159.0
181	7.0	7.0	2048.0	158.0
182	512.0	28.0	28.0	616.0
183	128.0	28.0	28.0	139.0
184	512.0	28.0	28.0	697.0
185	512.0	28.0	28.0	611.0
186	512.0	28.0	28.0	605.0
187	1024.0	14.0	14.0	301.0
188	1024.0	14.0	14.0	313.0
189	1024.0	14.0	14.0	305.0
190	1024.0	14.0	14.0	293.0
191	1024.0	14.0	14.0	357.0
192	1024.0	14.0	14.0	332.0
193	2048.0	7.0	7.0	188.0
194	2048.0	7.0	7.0	165.0
195	7.0	7.0	2048.0	127.0
196	512.0	28.0	28.0	670.0
197	128.0	28.0	28.0	167.0
198	512.0	28.0	28.0	608.0
199	512.0	28.0	28.0	649.0
200	512.0	28.0	28.0	621.0
201	1024.0	14.0	14.0	364.0
202	1024.0	14.0	14.0	318.0
203	1024.0	14.0	14.0	410.0
204	1024.0	14.0	14.0	291.0
205	1024.0	14.0	14.0	310.0
206	1024.0	14.0	14.0	339.0
207	2048.0	7.0	7.0	152.0
208	2048.0	7.0	7.0	148.0
209	7.0	7.0	2048.0	163.0
210	64.0	56.0	56.0	314.0
211	96.0	56.0	56.0	508.0
212	128.0	56.0	56.0	616.0
213	160.0	56.0	56.0	687.0
214	192.0	56.0	56.0	844.0
215	224.0	56.0	56.0	1078.0
216	256.0	56.0	56.0	1072.0
217	128.0	28.0	28.0	146.0
218	160.0	28.0	28.0	194.0
219	192.0	28.0	28.0	217.0
220	224.0	28.0	28.0	280.0
221	128.0	28.0	28.0	150.0
222	256.0	28.0	28.0	267.0
223	288.0	28.0	28.0	306.0
224	320.0	28.0	28.0	376.0
225	352.0	28.0	28.0	468.0
226	384.0	28.0	28.0	473.0
227	416.0	28.0	28.0	485.0
228	448.0	28.0	28.0	518.0
229	480.0	28.0	28.0	523.0
230	512.0	28.0	28.0	553.0
231	256.0	14.0	14.0	72.0
232	288.0	14.0	14.0	80.0
233	320.0	14.0	14.0	98.0
234	352.0	14.0	14.0	92.0
235	384.0	14.0	14.0	109.0
236	416.0	14.0	14.0	116.0
237	448.0	14.0	14.0	118.0
238	480.0	14.0	14.0	117.0
239	512.0	14.0	14.0	134.0
240	544.0	14.0	14.0	163.0
241	576.0	14.0	14.0	147.0
